"","OBJECTID","RIVER_ID","SEGMENT_ID","WSR_RIVER_NAME","WSR_RIVER_SHORTNAME","GNIS_NAME","CLASSIFICATION","SEGMENT_MILES","TOTAL_MILES","BEGINNING_POINT_NARRATIVE","ENDING_POINT_NARRATIVE","AGENCY","ORV_CULTURE","ORV_FISH","ORV_GEOLOGIC","ORV_HISTORIC","ORV_RECREATIONAL","ORV_SCENIC","ORV_WILDLIFE","STATE","ORV_OTHER","ORV_ID","ORV_LIST","SEGMENT_ACRES","ADMINISTRATIVE_UNIT","COUNTY","SHAPELEN"
"285",301,"167","167.2001","White Salmon Wild and Scenic River","White Salmon","White Salmon River","Wild",1.6,27.7,"Mainstem - Headwaters in section 17, T8N, R10E","Mount Adams Wilderness Boundary","USFS","No","No","Yes","No","No","Yes","No","Washington","Hydrology","","Geologic, Scenery, Hydrology",NA," COLUMBIA RIVER GORGE NATIONAL SCENIC AREA","SKAMANIA",0.0328654777693687
"286",302,"167","167.2002","White Salmon Wild and Scenic River","White Salmon","White Salmon River","Scenic",11.8,27.7,"Mainstem - Mount Adams Wilderness Boundary","Gifford Pinchot National Forest Boundary","USFS","No","No","Yes","No","No","No","Yes","Washington","","","Geologic, Wildlife",NA," COLUMBIA RIVER GORGE NATIONAL SCENIC AREA","SKAMANIA",0.2047780952483
"287",287,"163A","163A.3016","White Clay Wild and Scenic River","White Clay","Unnamed trib to 163.3010","Recreational",NA,NA,"Headwaters","Confluence of White Clay Creek","NPS","Yes","Yes","","","","","Yes","Delaware","Hydro-Geology, Water Quality and Quantity, Botany","163A.1","Hydro-Geology, Water Quality and Quantity, Botany, Cultural, Fish, Wildlife",NA,"","",0.0330892088212495
"288",288,"163A","163A.3017","White Clay Wild and Scenic River","White Clay","Unnamed trib to 163.3010","Recreational",NA,NA,"Headwaters","Confluence of White Clay Creek","NPS","Yes","Yes","","","","","Yes","Delaware","Hydro-Geology, Water Quality and Quantity, Botany","163A.1","Hydro-Geology, Water Quality and Quantity, Botany, Cultural, Fish, Wildlife",NA,"","",0.0996600325238509
"289",289,"163A","163A.3018","White Clay Wild and Scenic River","White Clay","Unnamed trib to 163.3010","Recreational",NA,NA,"Headwaters","Confluence of White Clay Creek","NPS","Yes","Yes","","","","","Yes","Delaware","Hydro-Geology, Water Quality and Quantity, Botany","163A.1","Hydro-Geology, Water Quality and Quantity, Botany, Cultural, Fish, Wildlife",NA,"","",0.0349747381026611
"290",270,"157","157.2004","Clarion Wild and Scenic River","Clarion","Clarion River","Scenic",9.1,51.7,"State Game Lands 283 boundary, approximately 0.9 mile downstream from Cooksburg Bridge","Unnamed tributary at the backwaters of Piney Dam","USFS","No","No","No","No","Yes","Yes","No","Pennsylvania","","","Recreation, Scenery",NA," ALLEGHENY NATIONAL FOREST","JEFFERSON, CLARION",0.172633465284109
"291",271,"158","158.3001","Lamprey Wild and Scenic River","Lamprey","Lamprey River","Recreational",NA,NA,"Bunker Pond Dam in the town of Epping","Confluence with the Piscassic River","NPS","Yes","Yes","No","Yes","No","No","Yes","New Hampshire","Botany, Ecology, Hydrology","158.1","Cultural, Fish, Historic, Wildlife, Botany, Ecologic, Hydrology",NA,"","",0.399794111480839
"292",272,"159","159.1001","Elkhorn Creek Wild and Scenic River","Elkhorn Creek","Elkhorn Creek","Scenic",NA,NA,"","","BLM","No","No","No","No","No","Yes","No","Oregon","","","Scenery",NA,"","",0.0119402226214151
"293",273,"159","159.2001","Elkhorn Creek Wild and Scenic River","Elkhorn Creek","Elkhorn Creek","Wild",5.8,5.8,"Extending from a point along the Willamette National Forest Boundary on the common section line between sections 12 and 13, T9S, R4E","Confluence with Buck Creek in section 1, T9S, R3E","USFS","No","Yes","No","No","No","Yes","No","Oregon","","","Fish, Scenery",NA," WILLAMETTE NATIONAL FOREST","MARION",0.12186707942149
"294",274,"16","16.2001","Pere Marquette Wild and Scenic River","Pere Marquette","Pere Marquette River","Scenic",66.4,66.4,"Junction of Middle and Little South Branches","Junction with US Highway 31","USFS","Yes","Yes","No","Yes","Yes","Yes","No","Michigan","","","Cultural, Fish, Historic, Recreation, Scenery",NA," HURON MANISTEE NATIONAL FOREST","LAKE, MASON",1.06499355931495
"295",275,"160","160.3001","Sudbury, Assabet and Concord Wild and Scenic River","Sudbury, Assabet and Concord","Sudbury River","Scenic",NA,NA,"Starting at the Danforth Street bridge in Framingham","Downstream to the Route 2 bridge in Concord","NPS, FWS","No","No","No","Yes","Yes","Yes","No","Massachusetts","Ecology, Place in American Literature","160.1","Historic, Recreation, Scenic, Wildlife, Ecologic, Place in American Literature",NA,"","",0.245147526168157
"296",276,"160","160.3002","Sudbury, Assabet and Concord Wild and Scenic River","Sudbury, Assabet and Concord","Sudbury River","Recreational",NA,NA,"The portion of the Sudbury River between the Route 2 bridge and Egg Rock in Concord","Confluence with the Assabet River at Egg Rock.","NPS","No","No","No","Yes","Yes","Yes","No","Massachusetts","Ecology, Place in American Literature","160.1","Historic, Recreation, Scenic, Wildlife, Ecologic, Place in American Literature",NA,"","",0.028400146437895
"297",277,"160","160.3003","Sudbury, Assabet and Concord Wild and Scenic River","Sudbury, Assabet and Concord","Assabet River","Recreational",NA,NA,"1,000 feet downstream from the Damon Mill Dam in the town of Concord","Confluence with the Sudbury River at Egg Rock in Concord","NPS","No","No","No","Yes","Yes","Yes","No","Massachusetts","Ecology, Place in American Literature","160.1","Historic, Recreation, Scenic, Wildlife, Ecologic, Place in American Literature",NA,"Minute Man National Historical Park","",0.108651952570841
"298",278,"165","165.3005","Delaware Wild and Scenic River","Delaware","Paunnacussing Creek","Recreational",NA,NA,"Portions passing through Solebury Township","Confluence with Delaware River","NPS","Yes","No","Yes","No","Yes","Yes","No","Pennsylvania","Ecology","165.4","Cultural, Geologic, Recreation, Scenic, Ecologic",NA,"","",0.0606098047643478
"299",279,"165","165.3006","Delaware Wild and Scenic River","Delaware","Delaware River","Recreational",NA,NA,"Point 1750 feet south of the Route 202 bridge","Southern border of the town of New Hope, PA","NPS","Yes","No","Yes","No","Yes","Yes","No","Pennsylvania, New Jersey","Ecology","165.1","Cultural, Geologic, Recreation, Scenic, Ecologic",NA,"","",0.0309995711555144
"300",280,"165","165.3007","Delaware Wild and Scenic River","Delaware","Delaware River","Recreational",NA,NA,"From the southern boundary of the town of New Hope, PA","The town of Washington Crossing, PA","NPS","Yes","No","Yes","No","Yes","Yes","No","Pennsylvania, New Jersey","Ecology","165.1","Cultural, Geologic, Recreation, Scenic, Ecologic",NA,"","",0.105857202956617
"301",281,"165","165.3008","Delaware Wild and Scenic River","Delaware","Tinicum Creek","Scenic",NA,NA,"Confluence with Beaver and Rapp Creek","Confluence with the Delaware River","NPS","Yes","No","Yes","No","Yes","Yes","No","Pennsylvania","Ecology","165.2","Cultural, Geologic, Recreation, Scenic, Ecologic",NA,"","",0.11089590252422
"302",282,"165","165.3009","Delaware Wild and Scenic River","Delaware","Beaver Creek","Scenic",NA,NA,"Headwaters","Confluence with Tinicum Creek","NPS","Yes","No","Yes","No","Yes","Yes","No","Pennsylvania","Ecology","165.2","Cultural, Geologic, Recreation, Scenic, Ecologic",NA,"","",0.0748626452018399
"303",318,"176","176.2001","Fifteenmile Creek Wild and Scenic River","Fifteenmile Creek","Fifteenmile Creek","Wild",2.6,11.1,"From its source at Senecal Spring","the Badger Creek Wilderness boundary","USFS","No","Yes","Yes","Yes","Yes","Yes","Yes","Oregon","Ecology, Hydrology, Water Quality","","Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Ecology, Hydrology, Water Quality",NA," MT HOOD NATIONAL FOREST","HOOD RIVER, WASCO",0.0510711577310565
"304",319,"176","176.2002","Fifteenmile Creek Wild and Scenic River","Fifteenmile Creek","Fifteenmile Creek","Scenic",0.4,11.1,"From the Badger Creek Wilderness boundary","to the point 0.4 miles downstream","USFS","No","Yes","No","No","Yes","No","No","Oregon","","","Fish, Recreation",NA," MT HOOD NATIONAL FOREST","WASCO",0.00490168522071074
"305",320,"176","176.2003","Fifteenmile Creek Wild and Scenic River","Fifteenmile Creek","Fifteenmile Creek","Wild",7.9,11.1,"From the point 0.4 miles downstream of the Badger Creek Wilderness boundary","the western edge of sec. 20, T. 2 S., R. 12 E.","USFS","No","Yes","No","No","Yes","No","No","Oregon","","","Fish, Recreation",NA," MT HOOD NATIONAL FOREST","WASCO",0.152729465364311
"306",321,"176","176.2004","Fifteenmile Creek Wild and Scenic River","Fifteenmile Creek","Fifteenmile Creek","Scenic",0.2,11.1,"From the western edge of sec. 20, T. 2 S., R. 12 E.","the southern edge of the northwest quarter of the northwest quarter of sec. 20, T. 2 S., R. 12 E.","USFS","No","No","No","No","No","No","No","Oregon","","","",NA,"MT HOOD NATIONAL FOREST","WASCO",0.00211859657375031
"307",322,"177","177.2001","East Fork Hood Wild and Scenic River","East Fork Hood","East Fork Hood River","Recreational",13.5,13.5,"From Oregon State Highway 35","the Mount Hood National Forest boundary","USFS","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oregon","Ecology","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Ecology",NA," MT HOOD NATIONAL FOREST","HOOD RIVER",0.235583281973152
"308",323,"178","178.2001","Collawash Wild and Scenic River","Collawash ","Collawash River","Scenic",11,17.8,"From the headwaters of the East Fork Collawash River","Buckeye Creek","USFS","No","Yes","No","No","No","No","No","Oregon","","","Fish",NA," MT HOOD NATIONAL FOREST","CLACKAMAS, MARION",0.210991861025281
"309",324,"178","178.2002","Collawash Wild and Scenic River","Collawash ","Collawash River","Recreational",6.8,17.8,"From Buckeye Creek","the Clackamas River","USFS","No","Yes","Yes","No","No","No","No","Oregon","","","Fish, Geologic",NA," MT HOOD NATIONAL FOREST","CLACKAMAS",0.116937998432274
"310",325,"179","179.2001","Fish Creek Wild and Scenic River","Fish Creek","Fish Creek","Recreational",13.5,13.5,"From its headwaters","the confluence with the Clackamas River","USFS","No","Yes","No","No","No","No","No","Oregon","","","Fish",NA," MT HOOD NATIONAL FOREST","CLACKAMAS",0.223452808834609
"311",326,"18","18.2001","Skagit Wild and Scenic River","Skagit","Cascade River","Scenic",21.8,158.5,"Cascade River - South Fork at Glacier Peak Wilderness Boundary where the boundary existed prior to 1984, just upstream of the confluence of the Middle Fork and the North Fork Cascades from the North Cascades National Park Boundary.","Confluence with Skagit River","USFS","No","Yes","No","No","No","Yes","Yes","Washington","","","Fish, Scenery, Wildlife",NA," MT BAKER-SNOQUALMIE NATIONAL FOREST","SKAGIT",0.411023405709358
"312",327,"17","17.3001","Rio Grande Wild and Scenic River","Rio Grande","Rio Grande River","Scenic",NA,NA,"The Mexican state line between Chihuahua and Coahuila","Talley","NPS","Yes","No","No","No","No","No","No","Texas","","17.1","Cultural",NA,"Big Bend National Park","",0.179750578185406
"313",328,"17","17.3002","Rio Grande Wild and Scenic River","Rio Grande","Rio Grande River","Wild",NA,NA,"Talley","Solis","NPS","No","No","Yes","No","Yes","Yes","No","Texas","","17.2","Geologic, Recreation, Scenic",NA,"Big Bend National Park","",0.160446818425307
"314",303,"167","167.2003","White Salmon Wild and Scenic River","White Salmon","Cascade Creek","Wild",5.1,27.7,"Cascade Creek - Headwaters on Mount Adams in section 10, T8N, R10E","Mount Adams Wilderness Boundary","USFS","No","No","Yes","No","No","Yes","No","Washington","Hydrology","","Geologic, Scenery, Hydrology",NA," COLUMBIA RIVER GORGE NATIONAL SCENIC AREA","SKAMANIA",0.118389481179981
"315",304,"167","167.2004","White Salmon Wild and Scenic River","White Salmon","Cascade Creek","Scenic",1.5,27.7,"Cascade Creek - Mount Adams Wilderness Boundary","Confluence with White Salmon River","USFS","No","No","Yes","No","No","No","Yes","Washington","","","Geologic, Wildlife",NA," COLUMBIA RIVER GORGE NATIONAL SCENIC AREA","SKAMANIA",0.026277622260465
"316",305,"168","168.2001","Black Butte Wild and Scenic River","Black Butte","Black Butte River","Wild",16,21,"Mendocino County Line"," Confluence with Jumpoff Creek","USFS","Yes","Yes","No","No","No","No","No","California","","","Cultural, Fish",NA,"MENDOCINO NATIONAL FOREST","MENDOCINO",0.260370460908132
"317",306,"168","168.2002","Black Butte Wild and Scenic River","Black Butte","Black Butte River","Scenic",3.5,21,"Confluence with Jumpoff Creek","Confluence with Middle Eel River","USFS","Yes","Yes","No","No","No","No","No","California","","","Cultural, Fish",NA,"MENDOCINO NATIONAL FOREST","MENDOCINO",0.0721553365877654
"318",307,"168","168.2003","Black Butte Wild and Scenic River","Black Butte","Cold Creek","Wild",1.5,21,"Cold Creek from Mendocino County Line","Confluence with Black Butte River","USFS","No","Yes","No","No","No","No","No","California","","","Fish",NA,"MENDOCINO NATIONAL FOREST","MENDOCINO",0.0327954288658527
"319",308,"169","169.3001","Musconetcong Wild and Scenic River","Musconetcong","Musconetcong River","Scenic",3.5,NA,"The 3.5-mile segment from Saxton Falls","To the Route 46 bridge","NPS","Yes","No","Yes","Yes","Yes","Yes","No","New Jersey","Ecology","169.1","Cultural, Geologic, Historic, Recreation, Scenic, Ecologic",NA,"","",0.055524219449887
"320",309,"169","169.3002","Musconetcong Wild and Scenic River","Musconetcong","Musconetcong River","Recreational",20.7,NA,"The 20.7-mile from the King's Highway Bridge","To the railroad tunnels at Musconetcong Gorge.","NPS","Yes","No","Yes","Yes","Yes","Yes","No","New Jersey","Ecology","169.1","Cultural, Geologic, Historic, Recreation, Scenic, Ecologic",NA,"","",0.365984579181066
"321",310,"163A","163A.3015","White Clay Wild and Scenic River","White Clay","Mill Creek","Recreational",NA,NA,"Headwaters of Mill Creek","Mouth of Mill creek","NPS","Yes","Yes","No","No","No","No","Yes","Delaware, Pennsylvania","Hydro-Geology, Water Quality and Quantity, Botany","163A.1","Hydro-Geology, Water Quality and Quantity, Botany, Cultural, Fish, Wildlife",NA,"","",0.516231269802635
"322",311,"164","164.1002","Wildhorse Creek and Kinger Creek Wild and Scenic River","Wildhorse Creek and Kinger Creek","Wildhorse-Little Wildhorse Creek","Wild",NA,NA,"","","BLM","No","No","No","No","No","No","No","Oregon","","","",NA,"","",0.0419562826927415
"323",312,"164","164.1003","Wildhorse Creek and Kinger Creek Wild and Scenic River","Wildhorse Creek and Kinger Creek","Kiger Creek","Wild",NA,NA,"","","BLM","No","No","No","No","No","No","No","Oregon","","","",NA,"","",0.0665004146447009
"324",313,"165","165.3001","Delaware Wild and Scenic River","Delaware","Delaware River","Recreational",NA,NA,"The portion of this segment starting at river mile 193.8","The northern border of the city of Easton, PA","NPS","Yes","No","Yes","No","Yes","Yes","No","Pennsylvania, New Jersey","Ecology","165.1","Cultural, Geologic, Recreation, Scenic, Ecologic",NA,"","",0.150092676860441
"325",314,"165","165.3002","Delaware Wild and Scenic River","Delaware","Delaware River","Recreational",NA,NA,"The segment from a point just south of the Gilbert Generating Station","Point just north of the Point Pleasant Pumping Station","NPS","Yes","No","Yes","No","Yes","Yes","No","Pennsylvania, New Jersey","Ecology","165.1","Cultural, Geologic, Recreation, Scenic, Ecologic",NA,"","",0.225522151103788
"326",315,"165","165.3003","Delaware Wild and Scenic River","Delaware","Tohickon Creek","Scenic",NA,NA,"Lake Nockamixon Dam","Delaware River confluence near Point Pleasant","NPS","Yes","No","Yes","No","Yes","Yes","No","Pennsylvania","Ecology","165.3","Cultural, Geologic, Recreation, Scenic, Ecologic",NA,"","",0.194200954683553
"327",316,"165","165.3004","Delaware Wild and Scenic River","Delaware","Delaware River","Recreational",NA,NA,"The segment from the point just south of the Point Pleasant Pumping Station","Point 1000 feet north of the Route 202 bridge","NPS","Yes","No","Yes","No","Yes","Yes","No","Pennsylvania, New Jersey","Ecology","165.1","Cultural, Geologic, Recreation, Scenic, Ecologic",NA,"","",0.122643399357743
"328",317,"175","175.2001","Zig Zag Wild and Scenic River","Zig Zag","Zig Zag River","Wild",4.3,4.3,"From its headwaters","the Mount Hood Wilderness boundary","USFS","No","No","Yes","No","No","Yes","No","Oregon","","","Geologic, Scenery",NA," MT HOOD NATIONAL FOREST","CLACKAMAS",0.0921679680782937
"329",339,"170","170.3005","Eightmile Wild and Scenic River","Eightmile","Falls Brook","Scenic",0.7,NA,"The 0.7-mile segment of Falls Brook from its confluence with Tisdale Brook","To its confluence with the main stem of the Eightmile River at Hamburg Cove.","NPS","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Connecticut","Botany, Ecology, Hydrology, Traditional Use, Water Quality","170.1","Cultural, Fish, Geologic, Historic, Recreation, Scenic, Wildlife, Botany, Ecologic, Hydrology, Traditional Use, Water Quality",NA,"","",0.013097261253071
"330",340,"171","171.2001","South Fork Clackamas Wild and Scenic River","South Fork Clackamas","South Fork Clackamas River","Wild",4.2,4.2,"From its confluence with the East Fork of the South Fork Clackamas","its confluence with the Clackamas River","USFS","No","Yes","No","No","No","No","No","Oregon","","","Fish",NA," MT HOOD NATIONAL FOREST","CLACKAMAS",0.0688225766250654
"331",341,"172","172.2001","Eagle Creek Wild and Scenic River","Eagle Creek","Eagle Creek","Wild",8.3,8.3,"From its headwaters ","the Mount Hood National Forest boundary","USFS","No","Yes","No","No","No","No","Yes","Oregon","","","Fish, Wildlife",NA," MT HOOD NATIONAL FOREST","CLACKAMAS",0.148729789355227
